name,median,lower5,upper95,vintage
NAIRU[10],5.7764485181264815,5.304471634498058,6.262102499893248,2016-Q2
NAIRU[11],5.7974663220098375,5.30166495353622,6.319894549887653,2016-Q2
NAIRU[12],5.800037147130977,5.309440040650473,6.3359937663719625,2016-Q2
NAIRU[13],5.807419981474416,5.312331685310604,6.295211239053653,2016-Q2
NAIRU[14],5.797341912356578,5.283825933292423,6.321243774620347,2016-Q2
NAIRU[15],5.78909081762686,5.282604032206687,6.325505603913528,2016-Q2
NAIRU[16],5.765436860909904,5.24700646795648,6.262833231098726,2016-Q2
NAIRU[17],5.736466465956389,5.224254038178094,6.228350749093916,2016-Q2
NAIRU[18],5.707077855922096,5.227468971993937,6.208084174481476,2016-Q2
NAIRU[19],5.676181664268986,5.182929761174767,6.170176733135166,2016-Q2
NAIRU[1],5.648413002427768,5.324890116333524,5.959455544812146,2016-Q2
NAIRU[20],5.6661895467377725,5.162436426696905,6.125702332008432,2016-Q2
NAIRU[21],5.618231080304049,5.134019990001131,6.0644320982364235,2016-Q2
NAIRU[22],5.598427380543106,5.104604255069669,6.022571855408939,2016-Q2
NAIRU[23],5.549883164860297,5.0823745330658,5.950087914442628,2016-Q2
NAIRU[24],5.534238330156311,5.069831650739878,5.941980049486446,2016-Q2
NAIRU[25],5.49816157516186,5.049539764243329,5.906854376928044,2016-Q2
NAIRU[26],5.445436059368723,5.060322743016889,5.8322840792143795,2016-Q2
NAIRU[27],5.400340695652122,5.00702599615091,5.8051130192364235,2016-Q2
NAIRU[28],5.376353202852618,4.97098695310804,5.7994507653997465,2016-Q2
NAIRU[29],5.3552220594707265,4.928354025783283,5.788233198393868,2016-Q2
NAIRU[2],5.676315777358301,5.30567487391675,6.027777167970236,2016-Q2
NAIRU[30],5.339193921386399,4.941346503770297,5.722149100995826,2016-Q2
NAIRU[31],5.296043370104064,4.875174493515668,5.739186047919751,2016-Q2
NAIRU[32],5.27134794716175,4.882356575203194,5.731280943194594,2016-Q2
NAIRU[33],5.275579822053898,4.870492338554222,5.706451248537329,2016-Q2
NAIRU[34],5.290388093668403,4.820992657398086,5.692307258399431,2016-Q2
NAIRU[35],5.252398948031569,4.815566086976843,5.654293729184479,2016-Q2
NAIRU[36],5.2384941575958255,4.874023189522381,5.653378187016395,2016-Q2
NAIRU[37],5.226043538202004,4.831821020320501,5.651172182473383,2016-Q2
NAIRU[38],5.203089244869487,4.8014948352056095,5.642703836703122,2016-Q2
NAIRU[39],5.1748485848330414,4.771901441964948,5.605756900138411,2016-Q2
NAIRU[3],5.704056486384761,5.292204694271024,6.0648881639819745,2016-Q2
NAIRU[40],5.142062859555034,4.754170961117808,5.570909919370428,2016-Q2
NAIRU[41],5.100792999448879,4.6927106114243164,5.564586796199487,2016-Q2
NAIRU[42],5.062984412379022,4.66288798918931,5.557494171585631,2016-Q2
NAIRU[43],5.020200986514575,4.617537525720846,5.5193354787410325,2016-Q2
