date_qtr,expectations,import_price,unemp_gap,momentum,dummies,aena_demeaned,fitted,actual,residuals,forecast_error_h1,forecast_error_h2,forecast_error_h3,forecast_error_h4
2016 Q3,0.6750715942942137,0.08184234033484178,-0.24804567989444873,0.003062528850790719,0,0.004638852551939436,0.5165696361373369,0.3,-0.21656963613733687,-0.11656963613733684,-0.016569636137336863,-0.016569636137336863,-0.11656963613733684
2016 Q4,0.6756796428734189,0.022585704566460092,-0.24898184346919963,7.798177300737993e-4,0,0.009807880077340061,0.45987120177809326,0.4,-0.05987120177809324,0.040128798221906736,0.040128798221906736,-0.05987120177809324,-0.05987120177809324
2017 Q1,0.6727885439685186,0.016968240959291992,-0.2533673203420804,-0.0020238266029138827,0,-0.008887511228188448,0.4254781267546278,0.5,0.07452187324537218,0.07452187324537218,-0.025478126754627795,-0.025478126754627795,0.07452187324537218
2017 Q2,0.6694155952461349,0.013322934214591456,-0.2461139570246147,-0.002118650720866335,0,0.001577724508148087,0.4360836462233934,0.5,0.0639163537766066,-0.036083646223393384,-0.036083646223393384,0.0639163537766066,-0.036083646223393384
2017 Q3,0.6770448840229552,-0.04304975273807411,-0.24582283710909658,0.006151202221831715,0,0.008798695111640853,0.40312219150925704,0.4,-0.003122191509257022,-0.003122191509257022,0.09687780849074296,-0.003122191509257022,-0.003122191509257022
2017 Q4,0.6692893964844131,-0.04020820106202702,-0.2393647186746088,0.00167993439494629,0,0.0016853033150462061,0.39308171445776974,0.4,0.006918285542230285,0.10691828554223026,0.006918285542230285,0.006918285542230285,0.10691828554223026
2018 Q1,0.665491961018056,0.006346040781572904,-0.24121572049086454,0.0012168341500353327,0,-0.016790698197513342,0.4150484172612863,0.5,0.08495158273871373,-0.015048417261286251,-0.015048417261286251,0.08495158273871373,-0.11504841726128628
2018 Q2,0.6571743153591167,0.007441533794885071,-0.23497696746705812,-0.0015860167612407668,0,-0.0014948772457559754,0.426557987679947,0.4,-0.026557987679946993,-0.026557987679946993,0.07344201232005299,-0.12655798767994703,-0.026557987679946993
2018 Q3,0.6594000026113019,-0.00801422569723113,-0.21837337619772135,0.003215313110131515,0,0.0035891027358118032,0.4398168165622928,0.4,-0.0398168165622928,0.06018318343770718,-0.13981681656229283,-0.0398168165622928,-0.0398168165622928
2018 Q4,0.6643561721625595,-0.007286665047036073,-0.20635398735998034,0.0079061653957173891,0,-0.001799539224063016,0.4568221459271974,0.5,0.04317785407280261,-0.1568221459271974,-0.056822145927197365,-0.056822145927197365,-0.056822145927197365
