date_qtr,expectations,import_price,unemp_gap,momentum,dummies,wpi_demeaned,fitted,actual,residuals,forecast_error_h1,forecast_error_h2,forecast_error_h3,forecast_error_h4
1997 Q4,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
1998 Q1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
1998 Q2,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
1998 Q3,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
1998 Q4,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
1999 Q1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
1999 Q2,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
1999 Q3,0.7339347980660614,0.06151672897899764,-0.18212390342891327,0.0043216621658640885,0,-0.008861048018996055,0.6087882377630138,0.8,0.19121176223698622,-0.00878823776301385,0.09121176223698613,-0.00878823776301385,-0.10878823776301383
1999 Q4,0.7607480887646874,0.03618599247722378,-0.1353528967161317,2.6699072304374515e-4,0,0.0214920465928881,0.6833402218417112,0.6,-0.08334022184171119,0.016659778158288785,-0.08334022184171119,-0.18334022184171117,-0.08334022184171119
2000 Q1,0.7510999876574089,0.02334251510250287,-0.10977311336670935,0.0054704560321763695,0,0.02732893264157432,0.6974687780669531,0.7,0.00253122193304689,-0.09746877806695309,-0.19746877806695307,-0.09746877806695309,0.30253122193304693
2000 Q2,0.7280803677825186,-0.042644016823955536,-0.05972634532991506,-3.972041780651597e-4,0,0.0569188179361704,0.6822316193867531,0.6,-0.08223161938675316,-0.18223161938675314,-0.08223161938675316,0.31776838061324686,0.1177683806132469
2000 Q3,0.7216990387734569,-0.07322059184933334,-4.297526683515185e-5,0.008801751080951242,0,0.03029816298367582,0.6875353857219154,0.5,-0.18753538572191542,-0.08753538572191544,0.3124646142780846,0.11246461427808463,0.01246461427808454
2000 Q4,0.7194626464051436,-0.057096628376790616,0.024234632682466183,0.0076566471619565184,0,-0.04231638546378829,0.6519409124089873,0.6,-0.05194091240898735,0.3480590875910127,0.14805908759101272,0.04805908759101263,0.14805908759101272
2001 Q1,0.6885863810897387,-0.02806406550748517,0.04662910525738813,-0.004334372654480884,0,-0.04482896427045707,0.6579880839147036,1,0.34201191608529635,0.1420119160852964,0.04201191608529631,0.1420119160852964,0.1420119160852964
2001 Q2,0.6929772038023959,0.009639697802900932,0.013176278923117419,-0.0042759708414644,0,-0.08301836834028478,0.6284988413466652,0.8,0.17150115865333482,0.07150115865333473,0.17150115865333482,0.17150115865333482,-0.02849884134666525
2001 Q3,0.7008455581034774,0.012060900810543552,-0.02996404598711931,-0.01108827544952365,0,-0.08160856177229911,0.5902455757050789,0.7,0.1097544242949211,0.2097544242949212,0.2097544242949212,0.009754424294921127,0.1097544242949211
2001 Q4,0.6953892290792154,0.030363306817882192,-0.08151247587875343,3.8043467055357e-5,0,-0.041690973025474545,0.6025871304599251,0.8,0.19741286954007498,0.19741286954007498,-0.002587130459925091,0.09741286954007489,0.09741286954007489
2002 Q1,0.7092876465723461,0.030143633347726247,-0.09384442698504575,-0.0025500880722092874,0,0.008581369885560197,0.6516181347483776,0.8,0.14838186525162245,-0.05161813474837762,0.04838186525162236,0.04838186525162236,0.14838186525162245
2002 Q2,0.7183385957907034,0.034681485436941994,-0.08021677535060892,0.008313910696238672,0,-0.005576143969630528,0.6755410726036445,0.6,-0.07554107260364451,0.024458927396355468,0.024458927396355468,0.12445892739635556,-0.1755410726036445
2002 Q3,0.7204578995533458,0.02228771817070551,-0.0606857569390947,0.005368439324187091,0,-2.9469989050031123e-4,0.6871336002186433,0.7,0.012866399781356619,0.012866399781356619,0.11286639978135671,-0.18713360021864334,0.012866399781356619
2002 Q4,0.7296844816802093,0.036612799560699114,-0.026830448508661172,0.003053125209165946,0,-0.022112872682050786,0.7204070852593624,0.7,-0.020407085259362412,0.07959291474063768,-0.22040708525936237,-0.020407085259362412,-0.020407085259362412
2003 Q1,0.7360541018287039,-0.0024710018185754527,-0.009791078507369086,0.003064329158560906,0,-0.05113441561873766,0.6757219350425827,0.8,0.12427806495741733,-0.1757219350425827,0.024278064957417245,0.024278064957417245,0.024278064957417245
2003 Q2,0.7219800514270669,-0.02595389752720977,-0.007222736054249166,0.0025387163904384224,0,-0.07449884248254701,0.6168432917534994,0.5,-0.11684329175349939,0.08315670824650057,0.08315670824650057,0.08315670824650057,-0.016843291753499412
2003 Q3,0.7188772033767892,0.01921128782120915,3.58313969031388e-4,1.2998175793238196e-4,0,-0.06850923770968513,0.670067549215277,0.7,0.029932450784722953,0.029932450784722953,0.029932450784722953,-0.07006754921527703,-0.07006754921527703
2003 Q4,0.7239705577234715,0.008618224523075386,0.01152654741359793,0.0038169035186017167,0,-0.028096335210307022,0.7198358979684396,0.7,-0.019835897968439653,-0.019835897968439653,-0.11983589796843963,-0.11983589796843963,0.08016410203156044
2004 Q1,0.7272958741245238,0.031999439131072976,0.02823480886786084,0.0054169603421813425,0,-0.06443589423032997,0.728511188235309,0.7,-0.02851118823530907,-0.12851118823530905,-0.12851118823530905,0.07148881176469102,-0.12851118823530905
2004 Q2,0.738676886595731,0.027317192996759377,0.048721172562931375,0.004775790593919221,0,-0.0705247468927931,0.748966295856548,0.6,-0.14896629585654797,-0.14896629585654797,0.0510337041434521,-0.14896629585654797,-0.14896629585654797
2004 Q3,0.7370727726980403,-0.017323020828018225,0.054399086046035064,0.002804518313404948,0,-0.047893359463929586,0.7290599967655326,0.6,-0.1290599967655326,0.07094000323446747,-0.1290599967655326,-0.1290599967655326,-0.1290599967655326
