parameter,mean,median,sd,lower5,lower15,upper85,upper95
pt_residuals[39],0.01958784923039096,0.016125652344527064,0.06745656837151957,-0.09063277824778336,-0.05512613926657734,0.08842474364726252,0.13448551234893383
pt_residuals[3],0,0,0,0,0,0,0
pt_residuals[40],0.03366805450893859,0.03541540278905736,0.0649618118923825,-0.06748418072529108,-0.04235237728518402,0.09445972124697007,0.14685076388690843
pt_residuals[41],0.17926159268734748,0.19355663918910837,0.07898534436667456,0.03584194030559072,0.09254398287668725,0.25723276257428934,0.30756656789986636
pt_residuals[42],0.10619391430732873,0.10483653130502091,0.07862717140009139,-0.025743505006605695,0.02624832334947384,0.1812921852899736,0.22649306630065807
pt_residuals[43],0.17088294922921654,0.176719149693366,0.07767115766352424,0.05158388936672958,0.09547660331536739,0.2372423171028984,0.29447790891905234
pt_residuals[44],0.20278382729988745,0.21070912573434897,0.0797914608695576,0.07092863353819627,0.11860900360606426,0.2814986345781238,0.3177054788997497
pt_residuals[45],-0.19305513160338875,-0.19074882757989803,0.0690009323695954,-0.3007005955323873,-0.26462460677546457,-0.11439584972125263,-0.08433568048964246
pt_residuals[46],0.14674033114674162,0.1521064347386239,0.09226994100354675,-3.218002100090593e-4,0.059237396540886875,0.24328172904180537,0.28482283331366465
pt_residuals[47],-0.05749587498673088,-0.049434069335012376,0.08886207518689787,-0.19382006975567811,-0.14195735857926955,0.03223869496493838,0.07973280329255393
pt_residuals[48],-0.022464463521427638,-0.022756557041053227,0.10072326220787008,-0.18766961501039325,-0.12940137195703585,0.08557709297781962,0.14288538836139633
pt_residuals[49],-0.031745101326270786,-0.03244186020094825,0.09629675509054306,-0.17657404031121582,-0.1397014274585877,0.07806515606279395,0.13185116090359028
pt_residuals[4],0,0,0,0,0,0,0
pt_residuals[50],0.15302638276466798,0.1481721452126062,0.0878477488365289,0.015955621413854502,0.058142119690550734,0.24508137896111556,0.28962035223582533
pt_residuals[51],-0.23761545029030226,-0.24776696933150172,0.09129406652905193,-0.38049956166838006,-0.32264113815163137,-0.1535455877412305,-0.07459170429043785
pt_residuals[52],7.666505359722309e-4,-4.93502521371314e-4,0.09061163494057232,-0.14632287337350128,-0.09619794197896517,0.10463619765003516,0.14534906199026218
pt_residuals[53],-0.09880049254806052,-0.09468167137406455,0.09139233733230417,-0.2455720691039995,-0.19141287243453914,-0.005776551852873182,0.04768799140755348
pt_residuals[54],0.10126569191817056,0.09750382279502734,0.09015778761736182,-0.032459199081127404,0.010481500927251947,0.201128366210286,0.2624877831176705
pt_residuals[55],0.11706835485168687,0.12068054445676829,0.08031757299458489,-0.03087937600358357,0.029679249039357293,0.19740564019856266,0.23443105526861274
pt_residuals[56],-0.20033745519603022,-0.2015081909771152,0.06601682139837262,-0.31141699645648563,-0.2684210183786464,-0.13350534432385228,-0.1003801679667274
pt_residuals[57],0.017065286657674338,0.011560748670869259,0.06686423822959381,-0.0876241180913901,-0.05058869651310012,0.08783551185878566,0.12622793395695225
pt_residuals[58],-0.18204816538533208,-0.18636226504697062,0.07317144490997961,-0.28885894598708234,-0.26379030745936355,-0.11087921724819186,-0.05708332866935968
pt_residuals[59],-0.041458672406544494,-0.048257229849700045,0.07421185179516014,-0.14776830149083228,-0.11237616772827864,0.03629302946631688,0.09202246055394037
pt_residuals[5],0,0,0,0,0,0,0
pt_residuals[60],0.06874345266985522,0.07062903906260681,0.06047273716922617,-0.031316400235121576,0.006130878239295615,0.1312447531497022,0.16924185109473874
pt_residuals[61],-0.08561716466332508,-0.0899584392036466,0.06879448405754233,-0.20003157169632943,-0.15437099607376478,-0.018910321819027555,0.02738915747289626
pt_residuals[62],-0.07414130693139533,-0.07137190278407524,0.06530342684793035,-0.1842158064382714,-0.14877947074353376,-0.013517247743083861,0.021280435122783804
pt_residuals[63],-0.03191013119946011,-0.030143586307364634,0.05815981276510257,-0.12516436865892183,-0.09320055215198912,0.02869496098057639,0.06336826481459308
pt_residuals[64],0.16524420532712633,0.16760771227179444,0.06643748087717083,0.05762779754329045,0.09708784501037687,0.23185501770354056,0.2652150040787402
