date,quarter,model,median
2014-08-15,2014-Q3,CPI with AENA & WPI model,4.290930873892265
2014-08-15,2014-Q3,CPI with ULC & AENA model,4.659607427190034
2014-08-15,2014-Q3,CPI with ULC & WPI model,4.468564609851071
2014-08-15,2014-Q3,"CPI with ULC, AENA & WPI model",4.436788586936842
2014-11-15,2014-Q4,CPI & AENA model,4.5502605474112405
2014-11-15,2014-Q4,CPI & ULC model,4.594852266552947
2014-11-15,2014-Q4,CPI & WPI model,4.362466133151594
2014-11-15,2014-Q4,CPI with AENA & WPI model,4.203359144194108
2014-11-15,2014-Q4,CPI with ULC & AENA model,4.647679757756748
2014-11-15,2014-Q4,CPI with ULC & WPI model,4.420545420434026
2014-11-15,2014-Q4,"CPI with ULC, AENA & WPI model",4.411977800244285
2015-02-14,2015-Q1,CPI & AENA model,4.527774348716783
2015-02-14,2015-Q1,CPI & ULC model,4.569441928482844
2015-02-14,2015-Q1,CPI & WPI model,4.315355481556175
2015-02-14,2015-Q1,CPI with AENA & WPI model,4.192509338201829
2015-02-14,2015-Q1,CPI with ULC & AENA model,4.618000390264786
2015-02-14,2015-Q1,CPI with ULC & WPI model,4.412224315171832
2015-02-14,2015-Q1,"CPI with ULC, AENA & WPI model",4.348032964388513
2015-05-16,2015-Q2,CPI & AENA model,4.498853924527338
2015-05-16,2015-Q2,CPI & ULC model,4.554109585690089
2015-05-16,2015-Q2,CPI & WPI model,4.249202657891193
2015-05-16,2015-Q2,CPI with AENA & WPI model,4.133225980845788
2015-05-16,2015-Q2,CPI with ULC & AENA model,4.593431820934693
2015-05-16,2015-Q2,CPI with ULC & WPI model,4.371091101349217
2015-05-16,2015-Q2,"CPI with ULC, AENA & WPI model",4.323838220795311
2015-08-15,2015-Q3,CPI & AENA model,4.471243706747203
2015-08-15,2015-Q3,CPI & ULC model,4.529234072420873
2015-08-15,2015-Q3,CPI & WPI model,4.183527438388668
2015-08-15,2015-Q3,CPI with AENA & WPI model,4.105168489327802
2015-08-15,2015-Q3,CPI with ULC & AENA model,4.56901727726972
2015-08-15,2015-Q3,CPI with ULC & WPI model,4.328968846892925
2015-08-15,2015-Q3,"CPI with ULC, AENA & WPI model",4.273702409681075
2015-11-15,2015-Q4,CPI & AENA model,4.468320364083057
2015-11-15,2015-Q4,CPI & ULC model,4.524768495016148
2015-11-15,2015-Q4,CPI & WPI model,4.132097509241381
2015-11-15,2015-Q4,CPI with AENA & WPI model,4.062429315866439
2015-11-15,2015-Q4,CPI with ULC & AENA model,4.533790175449174
2015-11-15,2015-Q4,CPI with ULC & WPI model,4.272704885002236
2015-11-15,2015-Q4,"CPI with ULC, AENA & WPI model",4.236111102031302
2016-02-15,2016-Q1,CPI & AENA model,4.44260750899317
2016-02-15,2016-Q1,CPI & ULC model,4.487023642199013
2016-02-15,2016-Q1,CPI & WPI model,4.11419906765767
2016-02-15,2016-Q1,CPI with AENA & WPI model,4.0233272201975145
2016-02-15,2016-Q1,CPI with ULC & AENA model,4.5077160113445665
2016-02-15,2016-Q1,CPI with ULC & WPI model,4.246431110373271
2016-02-15,2016-Q1,"CPI with ULC, AENA & WPI model",4.186062294914289
2016-05-16,2016-Q2,CPI & AENA model,4.418388016597885
2016-05-16,2016-Q2,CPI & ULC model,4.4655511142372415
2016-05-16,2016-Q2,CPI & WPI model,4.103439178032984
2016-05-16,2016-Q2,CPI with AENA & WPI model,3.97553259046639
2016-05-16,2016-Q2,CPI with ULC & AENA model,4.5105480963540145
2016-05-16,2016-Q2,CPI with ULC & WPI model,4.26500034119678
2016-05-16,2016-Q2,"CPI with ULC, AENA & WPI model",4.205955045168212
2016-08-15,2016-Q3,CPI & AENA model,4.393518558216613
2016-08-15,2016-Q3,CPI & ULC model,4.4841936021105235
2016-08-15,2016-Q3,CPI & WPI model,4.094650606573603
2016-08-15,2016-Q3,CPI with AENA & WPI model,3.979488843957631
2016-08-15,2016-Q3,CPI with ULC & AENA model,4.491730371224536
2016-08-15,2016-Q3,CPI with ULC & WPI model,4.256704931871219
2016-08-15,2016-Q3,"CPI with ULC, AENA & WPI model",4.204971449744497
2016-11-15,2016-Q4,CPI & AENA model,4.392224473306458
2016-11-15,2016-Q4,CPI & ULC model,4.469399398469479
2016-11-15,2016-Q4,CPI & WPI model,4.068528632830946
2016-11-15,2016-Q4,CPI with AENA & WPI model,3.973062438393788
2016-11-15,2016-Q4,CPI with ULC & AENA model,4.475468761073724
2016-11-15,2016-Q4,CPI with ULC & WPI model,4.232290104889595
2016-11-15,2016-Q4,"CPI with ULC, AENA & WPI model",4.186127392566684
2017-02-14,2017-Q1,CPI & AENA model,4.3747887547562305
2017-02-14,2017-Q1,CPI & ULC model,4.475354692794327
2017-02-14,2017-Q1,CPI & WPI model,4.073405798746043
2017-02-14,2017-Q1,CPI with AENA & WPI model,4.00191297346415
2017-02-14,2017-Q1,CPI with ULC & AENA model,4.482813162458434
2017-02-14,2017-Q1,CPI with ULC & WPI model,4.234509068120488
2017-02-14,2017-Q1,"CPI with ULC, AENA & WPI model",4.189917724179543
2017-05-16,2017-Q2,CPI & AENA model,4.357027481646965
2017-05-16,2017-Q2,CPI & ULC model,4.467520045198585
2017-05-16,2017-Q2,CPI & WPI model,4.049488318659176
2017-05-16,2017-Q2,CPI with AENA & WPI model,3.995650364934046
2017-05-16,2017-Q2,CPI with ULC & AENA model,4.486981042247999
2017-05-16,2017-Q2,CPI with ULC & WPI model,4.22423785165909
2017-05-16,2017-Q2,"CPI with ULC, AENA & WPI model",4.200072565404302
2017-08-15,2017-Q3,CPI & AENA model,4.339202039883187
2017-08-15,2017-Q3,CPI & ULC model,4.4818743985010965
2017-08-15,2017-Q3,CPI & WPI model,4.054662604781782
2017-08-15,2017-Q3,CPI with AENA & WPI model,3.995354520913022
2017-08-15,2017-Q3,CPI with ULC & AENA model,4.466341734708624
2017-08-15,2017-Q3,CPI with ULC & WPI model,4.243661868057183
2017-08-15,2017-Q3,"CPI with ULC, AENA & WPI model",4.207674733005067
2017-11-15,2017-Q4,CPI & AENA model,4.320602628831864
2017-11-15,2017-Q4,CPI & ULC model,4.4731536913194905
2017-11-15,2017-Q4,CPI & WPI model,4.032886279478505
2017-11-15,2017-Q4,CPI with AENA & WPI model,4.007894292655177
2017-11-15,2017-Q4,CPI with ULC & AENA model,4.4753000680000685
2017-11-15,2017-Q4,CPI with ULC & WPI model,4.251899669858277
2017-11-15,2017-Q4,"CPI with ULC, AENA & WPI model",4.214592688618826
2018-02-14,2018-Q1,CPI & AENA model,4.303373651326838
2018-02-14,2018-Q1,CPI & ULC model,4.448779930216767
2018-02-14,2018-Q1,CPI & WPI model,4.023292009364511
2018-02-14,2018-Q1,CPI with AENA & WPI model,4.012373242075427
2018-02-14,2018-Q1,CPI with ULC & AENA model,4.472812758379479
2018-02-14,2018-Q1,CPI with ULC & WPI model,4.253271586179867
2018-02-14,2018-Q1,"CPI with ULC, AENA & WPI model",4.2265922447199795
2018-05-16,2018-Q2,CPI & AENA model,4.267201999524269
2018-05-16,2018-Q2,CPI & ULC model,4.4165665597651556
2018-05-16,2018-Q2,CPI & WPI model,4.015625029463841
2018-05-16,2018-Q2,CPI with AENA & WPI model,4.0038368950008945
2018-05-16,2018-Q2,CPI with ULC & AENA model,4.489574270591457
2018-05-16,2018-Q2,CPI with ULC & WPI model,4.252836034997731
2018-05-16,2018-Q2,"CPI with ULC, AENA & WPI model",4.199361224232023
2018-08-15,2018-Q3,CPI & AENA model,4.257426710448968
2018-08-15,2018-Q3,CPI & ULC model,4.409028550446061
2018-08-15,2018-Q3,CPI & WPI model,4.002688209125602
2018-08-15,2018-Q3,CPI with AENA & WPI model,3.9996153127871192
2018-08-15,2018-Q3,CPI with ULC & AENA model,4.4741864237706706
2018-08-15,2018-Q3,CPI with ULC & WPI model,4.235925090633387
2018-08-15,2018-Q3,"CPI with ULC, AENA & WPI model",4.194288145929166
2018-11-15,2018-Q4,CPI & AENA model,4.258567987293704
2018-11-15,2018-Q4,CPI & ULC model,4.416433175609206
2018-11-15,2018-Q4,CPI & WPI model,3.990757007417282
2018-11-15,2018-Q4,CPI with AENA & WPI model,3.9848678406526457
2018-11-15,2018-Q4,CPI with ULC & AENA model,4.476333104468523
2018-11-15,2018-Q4,CPI with ULC & WPI model,4.2214057590514615
2018-11-15,2018-Q4,"CPI with ULC, AENA & WPI model",4.20488716274971
2019-02-14,2019-Q1,CPI & AENA model,4.249584926586543
2019-02-14,2019-Q1,CPI & ULC model,4.434417280255234
2019-02-14,2019-Q1,CPI & WPI model,3.977985091330523
2019-02-14,2019-Q1,CPI with AENA & WPI model,3.97425954554344
2019-02-14,2019-Q1,CPI with ULC & AENA model,4.482122660233092
2019-02-14,2019-Q1,CPI with ULC & WPI model,4.216590318078185
2019-02-14,2019-Q1,"CPI with ULC, AENA & WPI model",4.212148306731125
2019-05-16,2019-Q2,CPI & AENA model,4.266767328618755
2019-05-16,2019-Q2,CPI & ULC model,4.427764558582764
2019-05-16,2019-Q2,CPI & WPI model,3.98558064406401
2019-05-16,2019-Q2,CPI with AENA & WPI model,3.9896184961777257
2019-05-16,2019-Q2,CPI with ULC & AENA model,4.493765445555671
2019-05-16,2019-Q2,CPI with ULC & WPI model,4.218008311281788
2019-05-16,2019-Q2,"CPI with ULC, AENA & WPI model",4.189324590082844
2019-08-15,2019-Q3,CPI & AENA model,4.264478532414008
2019-08-15,2019-Q3,CPI & ULC model,4.433807350162999
2019-08-15,2019-Q3,CPI & WPI model,3.962402126514447
2019-08-15,2019-Q3,CPI with AENA & WPI model,4.009546970235443
2019-08-15,2019-Q3,CPI with ULC & AENA model,4.497820561764933
2019-08-15,2019-Q3,CPI with ULC & WPI model,4.2278809481941515
2019-08-15,2019-Q3,"CPI with ULC, AENA & WPI model",4.190580755361628
2019-11-15,2019-Q4,CPI & AENA model,4.276783986930541
2019-11-15,2019-Q4,CPI & ULC model,4.439706135106986
2019-11-15,2019-Q4,CPI & WPI model,3.99867616987831
2019-11-15,2019-Q4,CPI with AENA & WPI model,4.0191630773498055
2019-11-15,2019-Q4,CPI with ULC & AENA model,4.508557884331848
2019-11-15,2019-Q4,CPI with ULC & WPI model,4.2589722063996245
2019-11-15,2019-Q4,"CPI with ULC, AENA & WPI model",4.216835455401629
2020-02-15,2020-Q1,CPI & AENA model,4.3023055162575226
2020-02-15,2020-Q1,CPI & ULC model,4.474434750212174
2020-02-15,2020-Q1,CPI & WPI model,4.023130704569347
2020-02-15,2020-Q1,CPI with AENA & WPI model,4.043929378858991
2020-02-15,2020-Q1,CPI with ULC & AENA model,4.522980041201533
2020-02-15,2020-Q1,CPI with ULC & WPI model,4.289422720555662
2020-02-15,2020-Q1,"CPI with ULC, AENA & WPI model",4.237300410395879
2020-05-16,2020-Q2,CPI & AENA model,4.287182754489025
2020-05-16,2020-Q2,CPI & ULC model,4.48919893268385
2020-05-16,2020-Q2,CPI & WPI model,4.059738558114535
2020-05-16,2020-Q2,CPI with AENA & WPI model,4.066604715035711
2020-05-16,2020-Q2,CPI with ULC & AENA model,4.534407713667521
2020-05-16,2020-Q2,CPI with ULC & WPI model,4.307917360712475
2020-05-16,2020-Q2,"CPI with ULC, AENA & WPI model",4.258741598926925
2020-08-15,2020-Q3,CPI & AENA model,4.318159897204307
2020-08-15,2020-Q3,CPI & ULC model,4.51167255747289
2020-08-15,2020-Q3,CPI & WPI model,4.084732062747753
2020-08-15,2020-Q3,CPI with AENA & WPI model,4.097741026671204
2020-08-15,2020-Q3,CPI with ULC & AENA model,4.533443828875732
2020-08-15,2020-Q3,CPI with ULC & WPI model,4.2924161547198505
2020-08-15,2020-Q3,"CPI with ULC, AENA & WPI model",4.259712430018013
2020-11-15,2020-Q4,CPI & AENA model,4.342070123593836
2020-11-15,2020-Q4,CPI & ULC model,4.505760197522456
2020-11-15,2020-Q4,CPI & WPI model,4.103590371894546
2020-11-15,2020-Q4,CPI with AENA & WPI model,4.083210683842516
2020-11-15,2020-Q4,CPI with ULC & AENA model,4.536924812684151
2020-11-15,2020-Q4,CPI with ULC & WPI model,4.260151429206566
2020-11-15,2020-Q4,"CPI with ULC, AENA & WPI model",4.252371243581219
2021-02-14,2021-Q1,CPI & AENA model,4.370325685818399
2021-02-14,2021-Q1,CPI & ULC model,4.495950250806325
2021-02-14,2021-Q1,CPI & WPI model,4.111461888683214
2021-02-14,2021-Q1,CPI with AENA & WPI model,4.098576522587276
2021-02-14,2021-Q1,CPI with ULC & AENA model,4.562739164006069
2021-02-14,2021-Q1,CPI with ULC & WPI model,4.248198061276392
2021-02-14,2021-Q1,"CPI with ULC, AENA & WPI model",4.260674990247033
2021-05-16,2021-Q2,CPI & AENA model,4.370319812718952
2021-05-16,2021-Q2,CPI & ULC model,4.5258439427863175
2021-05-16,2021-Q2,CPI & WPI model,4.133172993885285
2021-05-16,2021-Q2,CPI with AENA & WPI model,4.10075197588033
2021-05-16,2021-Q2,CPI with ULC & AENA model,4.582505298479514
2021-05-16,2021-Q2,CPI with ULC & WPI model,4.269268382700917
2021-05-16,2021-Q2,"CPI with ULC, AENA & WPI model",4.272512915182398
2021-08-15,2021-Q3,CPI & AENA model,4.384798267329494
2021-08-15,2021-Q3,CPI & ULC model,4.55843907632592
2021-08-15,2021-Q3,CPI & WPI model,4.16407129469697
2021-08-15,2021-Q3,CPI with AENA & WPI model,4.1379874436956525
2021-08-15,2021-Q3,CPI with ULC & AENA model,4.585047248714522
2021-08-15,2021-Q3,CPI with ULC & WPI model,4.274379527021752
2021-08-15,2021-Q3,"CPI with ULC, AENA & WPI model",4.250496044033625
2021-11-15,2021-Q4,CPI & AENA model,4.39350101259227
2021-11-15,2021-Q4,CPI & ULC model,4.552668505468726
2021-11-15,2021-Q4,CPI & WPI model,4.173147592853436
2021-11-15,2021-Q4,CPI with AENA & WPI model,4.169610519357903
2021-11-15,2021-Q4,CPI with ULC & AENA model,4.597285427154144
2021-11-15,2021-Q4,CPI with ULC & WPI model,4.295701210778438
2021-11-15,2021-Q4,"CPI with ULC, AENA & WPI model",4.2663444226354645
2022-02-14,2022-Q1,CPI & AENA model,4.4047778977969365
2022-02-14,2022-Q1,CPI & ULC model,4.567967849819103
2022-02-14,2022-Q1,CPI & WPI model,4.235257527481896
2022-02-14,2022-Q1,CPI with AENA & WPI model,4.186723287053777
2022-02-14,2022-Q1,CPI with ULC & AENA model,4.630801473638293
2022-02-14,2022-Q1,CPI with ULC & WPI model,4.344193195415858
2022-02-14,2022-Q1,"CPI with ULC, AENA & WPI model",4.277557780244969
2022-05-16,2022-Q2,CPI & AENA model,4.432577874127064
2022-05-16,2022-Q2,CPI & ULC model,4.602601752741544
2022-05-16,2022-Q2,CPI & WPI model,4.266522877836477
2022-05-16,2022-Q2,CPI with AENA & WPI model,4.210922234479555
2022-05-16,2022-Q2,CPI with ULC & AENA model,4.6236273993977
2022-05-16,2022-Q2,CPI with ULC & WPI model,4.34150359382617
2022-05-16,2022-Q2,"CPI with ULC, AENA & WPI model",4.293841301256118
2022-08-15,2022-Q3,CPI & AENA model,4.451059601634087
2022-08-15,2022-Q3,CPI & ULC model,4.621954132718401
2022-08-15,2022-Q3,CPI & WPI model,4.309920576782437
2022-08-15,2022-Q3,CPI with AENA & WPI model,4.256541851841725
2022-08-15,2022-Q3,CPI with ULC & AENA model,4.626874672020857
2022-08-15,2022-Q3,CPI with ULC & WPI model,4.392340277257869
2022-08-15,2022-Q3,"CPI with ULC, AENA & WPI model",4.375487025691161
2022-11-15,2022-Q4,CPI & AENA model,4.4513203503237815
2022-11-15,2022-Q4,CPI & ULC model,4.646440613886632
2022-11-15,2022-Q4,CPI & WPI model,4.360063836059544
2022-11-15,2022-Q4,CPI with AENA & WPI model,4.292583617183379
2022-11-15,2022-Q4,CPI with ULC & AENA model,4.6470264917020785
2022-11-15,2022-Q4,CPI with ULC & WPI model,4.445480057093192
2022-11-15,2022-Q4,"CPI with ULC, AENA & WPI model",4.412523540129752
2023-02-14,2023-Q1,CPI & AENA model,4.46692130007713
2023-02-14,2023-Q1,CPI & ULC model,4.675225208647177
2023-02-14,2023-Q1,CPI & WPI model,4.418574031834032
2023-02-14,2023-Q1,CPI with AENA & WPI model,4.3475451349083105
2023-02-14,2023-Q1,CPI with ULC & AENA model,4.663519565834463
2023-02-14,2023-Q1,CPI with ULC & WPI model,4.49286237603552
2023-02-14,2023-Q1,"CPI with ULC, AENA & WPI model",4.493694605073136
2023-05-16,2023-Q2,CPI & AENA model,4.47476298726821
2023-05-16,2023-Q2,CPI & ULC model,4.687176586393562
2023-05-16,2023-Q2,CPI & WPI model,4.42336468361372
2023-05-16,2023-Q2,CPI with AENA & WPI model,4.345270353401714
2023-05-16,2023-Q2,CPI with ULC & AENA model,4.672024259596716
2023-05-16,2023-Q2,CPI with ULC & WPI model,4.488013984390204
2023-05-16,2023-Q2,"CPI with ULC, AENA & WPI model",4.489411381316809
2023-08-15,2023-Q3,CPI & AENA model,4.48997518152438
2023-08-15,2023-Q3,CPI & ULC model,4.702277253732108
2023-08-15,2023-Q3,CPI & WPI model,4.42686389637915
2023-08-15,2023-Q3,CPI with AENA & WPI model,4.362494861023224
2023-08-15,2023-Q3,CPI with ULC & AENA model,4.6792915943648
2023-08-15,2023-Q3,CPI with ULC & WPI model,4.5128680279739015
2023-08-15,2023-Q3,"CPI with ULC, AENA & WPI model",4.531125313148611
2023-11-15,2023-Q4,CPI & AENA model,4.4991186389601054
2023-11-15,2023-Q4,CPI & ULC model,4.679654105814666
2023-11-15,2023-Q4,CPI & WPI model,4.419314401829947
2023-11-15,2023-Q4,CPI with AENA & WPI model,4.359105161398885
2023-11-15,2023-Q4,CPI with ULC & AENA model,4.683105953149806
2023-11-15,2023-Q4,CPI with ULC & WPI model,4.514598066812068
2023-11-15,2023-Q4,"CPI with ULC, AENA & WPI model",4.5171285730210755
2024-02-15,2024-Q1,CPI & AENA model,4.5145196809836055
2024-02-15,2024-Q1,CPI & ULC model,4.689928862966234
2024-02-15,2024-Q1,CPI & WPI model,4.421041624425307
2024-02-15,2024-Q1,CPI with AENA & WPI model,4.357370986457016
2024-02-15,2024-Q1,CPI with ULC & AENA model,4.693275399112833
2024-02-15,2024-Q1,CPI with ULC & WPI model,4.486073412767626
2024-02-15,2024-Q1,"CPI with ULC, AENA & WPI model",4.5056381602523725
2024-05-16,2024-Q2,CPI & AENA model,4.530587097775487
2024-05-16,2024-Q2,CPI & ULC model,4.711345246042575
2024-05-16,2024-Q2,CPI & WPI model,4.410790652271407
2024-05-16,2024-Q2,CPI with AENA & WPI model,4.376423100148947
2024-05-16,2024-Q2,CPI with ULC & AENA model,4.685698111426837
2024-05-16,2024-Q2,CPI with ULC & WPI model,4.494185331893677
2024-05-16,2024-Q2,"CPI with ULC, AENA & WPI model",4.501352708113842
2024-08-15,2024-Q3,CPI & AENA model,4.553900546947222
2024-08-15,2024-Q3,CPI & ULC model,4.727821430376965
2024-08-15,2024-Q3,CPI & WPI model,4.454792591187152
2024-08-15,2024-Q3,CPI with AENA & WPI model,4.412408103775588
2024-08-15,2024-Q3,CPI with ULC & AENA model,4.71889576997855
2024-08-15,2024-Q3,CPI with ULC & WPI model,4.53658002461775
2024-08-15,2024-Q3,"CPI with ULC, AENA & WPI model",4.5637622723284466
2024-11-15,2024-Q4,CPI & AENA model,4.567764067910561
2024-11-15,2024-Q4,CPI & ULC model,4.738703735999227
2024-11-15,2024-Q4,CPI & WPI model,4.465655539287065
2024-11-15,2024-Q4,CPI with AENA & WPI model,4.4329851880263895
2024-11-15,2024-Q4,CPI with ULC & AENA model,4.731308712264929
2024-11-15,2024-Q4,CPI with ULC & WPI model,4.560695764502382
2024-11-15,2024-Q4,"CPI with ULC, AENA & WPI model",4.5570061468307035
2025-02-14,2025-Q1,CPI & AENA model,4.594476340253412
2025-02-14,2025-Q1,CPI & ULC model,4.747738305453701
2025-02-14,2025-Q1,CPI & WPI model,4.509762446654369
2025-02-14,2025-Q1,CPI with AENA & WPI model,4.466482940773533
2025-02-14,2025-Q1,CPI with ULC & AENA model,4.749371219484826
2025-02-14,2025-Q1,CPI with ULC & WPI model,4.5866511713020035
2025-02-14,2025-Q1,"CPI with ULC, AENA & WPI model",4.556401123818402
2025-05-16,2025-Q2,CPI & AENA model,4.645106277402523
2025-05-16,2025-Q2,CPI & ULC model,4.77268469519961
2025-05-16,2025-Q2,CPI & WPI model,4.549625061444463
2025-05-16,2025-Q2,CPI with AENA & WPI model,4.475041398118956
2025-05-16,2025-Q2,CPI with ULC & AENA model,4.761534923514079
2025-05-16,2025-Q2,CPI with ULC & WPI model,4.592195981687716
2025-05-16,2025-Q2,"CPI with ULC, AENA & WPI model",4.573518081280243
2025-08-15,2025-Q3,CPI & AENA model,4.674860739214168
2025-08-15,2025-Q3,CPI & ULC model,4.782171481163369
2025-08-15,2025-Q3,CPI & WPI model,4.5914212457796015
2025-08-15,2025-Q3,CPI with AENA & WPI model,4.48617170074715
2025-08-15,2025-Q3,CPI with ULC & AENA model,4.792793449334452
2025-08-15,2025-Q3,CPI with ULC & WPI model,4.592537729578223
2025-08-15,2025-Q3,"CPI with ULC, AENA & WPI model",4.582930999233371
2025-11-15,2025-Q4,CPI & AENA model,4.6852596664154635
2025-11-15,2025-Q4,CPI & ULC model,4.765708670961052
2025-11-15,2025-Q4,CPI & WPI model,4.5993947151880175
2025-11-15,2025-Q4,CPI with AENA & WPI model,4.498480502846273
2025-11-15,2025-Q4,CPI with ULC & AENA model,4.791746136419636
2025-11-15,2025-Q4,CPI with ULC & WPI model,4.600823981281058
2025-11-15,2025-Q4,"CPI with ULC, AENA & WPI model",4.557348207107697
