variable,mean,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg,DLWPI_EST
NAIRU[67],4.739897728236648,4.633461246467862,4.123452492300536,5.734850025926422,4.351808119304515,5.233497678858438,2014 Q2,5.927679333333333,4.964523048916547,0.5067578412305984
NAIRU[68],4.720413067817212,4.550426586164239,4.108631539721001,5.876822080190685,4.294947913972938,5.265731593895739,2014 Q3,6.169539133333333,-0.19047624806542984,0.5879899342879469
NAIRU[69],4.700534093607302,4.5145822258351185,4.030237740310609,5.9695544122939665,4.218366584467156,5.411736596241547,2014 Q4,6.253391966666666,3.8702329019038473,0.5845528127435884
NAIRU[70],4.678278884911652,4.456222761333031,3.9853633812966405,6.1695338924719545,4.126094458224959,5.481739758891334,2015 Q1,6.202812866666666,4.923510299768541,0.581155641477693
NAIRU[71],4.655172348647177,4.38636815027321,3.9033230196498407,6.196000450292203,4.077128360382838,5.660796102056727,2015 Q2,6.017128733333333,6.346957394866681,0.4954593124683271
NAIRU[72],4.6354290372464515,4.334656026600031,3.8378870875195608,6.207435830426853,3.9808154215632343,5.7207814672000445,2015 Q3,6.178474766666667,9.97202349434545,0.5749502491260827
NAIRU[73],4.6212125414307526,4.29145146745461,3.8432514209554443,6.345953175367557,3.9713188120399834,5.873084825108477,2015 Q4,5.834532633333334,8.430710645999362,0.49019706002066954
NAIRU[74],4.603319546467786,4.242405791409863,3.8264686295079646,6.391050536278755,3.941698999331787,5.803575610293757,2016 Q1,5.796395033333333,3.9254931018431805,0.4878058453432921
NAIRU[75],4.602832405595695,4.202858526180246,3.792703752584163,6.442860323287173,3.9190386823710783,5.9256213715718316,2016 Q2,5.6874937,2.2037031046728828,0.48543784647980814
NAIRU[76],4.584320839224704,4.1957333725243116,3.736340296915258,6.382811142136377,3.8842960301379588,5.8834530942294485,2016 Q3,5.6576064666666666,-2.092491342424818,0.40273916699824497
NAIRU[77],4.54539295525065,4.1578424714127,3.7038144938436157,6.388166818164667,3.8558935768800584,5.814648906180615,2016 Q4,5.733405633333334,-4.082199452025481,0.4811556997222688
NAIRU[78],4.547127857569394,4.172372339226273,3.7407728581081523,6.512305086257394,3.8803048056731293,5.738186873671133,2017 Q1,5.807673066666666,-3.3046485355948008,0.5584378293900016
NAIRU[79],4.527924043473269,4.12103377031209,3.7287836475817158,6.44376146327381,3.8561367710749637,5.769973327455862,2017 Q2,5.593200266666667,-0.9636517848274018,0.4761913760243708
NAIRU[80],4.50208761680365,4.152694578507155,3.7263146073815108,6.321726195953863,3.8285517957488864,5.673345282931248,2017 Q3,5.532623233333333,-1.5986130846302515,0.4739345363896419
NAIRU[81],4.501556931607823,4.1072193955497145,3.705868226864867,6.439421103438096,3.8449429991253368,5.659552180761288,2017 Q4,5.491421833333333,-0.44424773195608225,0.5500996190347607
NAIRU[82],4.44323085859677,4.089003337286932,3.6830638238658002,6.280861319630907,3.821268434480565,5.56059405061313,2018 Q1,5.545387633333333,-0.5319161477600254,0.46911735758801143
NAIRU[83],4.395849578863671,4.075141000720357,3.6805174686807676,6.036270326470079,3.810942651381486,5.3791276728626825,2018 Q2,5.441253533333334,0.4391750580978737,0.6220859875102569
NAIRU[84],4.362458443210695,4.0528850315202085,3.6801455463257025,5.99419438770182,3.808119759044064,5.294999729696998,2018 Q3,5.1852937,3.5183928124475905,0.6182399908317926
NAIRU[85],4.331200783719067,4.0697679539317715,3.659039439091856,5.893040016676779,3.7587470541930488,5.283240760059426,2018 Q4,5.042751866666666,3.4999197780220648,0.5378422492758439
NAIRU[86],4.293633453389064,4.02135679225869,3.6197554066213224,5.848992638923398,3.731538712189324,5.2570737601728945,2019 Q1,5.0437186333333335,3.2359622773336483,0.5349649747239837
NAIRU[87],4.2795670549526585,4.0054657437452175,3.6113861328404315,5.793555797284274,3.741361788161778,5.209818375048143,2019 Q2,5.2255074,2.851165052596638,0.6079046076382433
NAIRU[88],4.286146143735433,4.006095893443805,3.57344908181633,5.759424460367039,3.7211650093946327,5.197045566014847,2019 Q3,5.252756266666666,2.3068088250274066,0.5289018751791552
NAIRU[89],4.320928920068761,4.039777182258295,3.629080564017609,5.757504591250013,3.755021358807019,5.2267152720525845,2019 Q4,5.171337833333333,2.1268347403926136,0.5261192143361626
NAIRU[90],4.333686386143009,4.094778290505604,3.6368051823716536,5.720283494708523,3.7916707619247196,5.206878499712978,2020 Q1,5.186909333333333,2.4650631943442747,0.5233656806108655
NAIRU[91],4.360728719724224,4.135392352280672,3.7448837058537103,5.644538842177595,3.8735004804672823,5.136868046537851,2020 Q2,6.9056799,3.843413733926049,0.2234637801416639
NAIRU[92],4.377164631938015,4.192186540732511,3.787907840560242,5.690974023449214,3.9164310233437134,5.042879716070144,2020 Q3,7.050215966666666,-0.9333966790475046,0.07437709528446135
NAIRU[93],4.372557391807409,4.2069659769487675,3.797033609301083,5.540023883699517,3.913493094760836,4.881705148347375,2020 Q4,6.7729957,-2.2989518224698635,0.5190964566970102
NAIRU[94],4.35617480926315,4.2298752861582205,3.798901124519245,5.536280439823615,3.9591386622309304,4.784754086781518,2021 Q1,5.932969166666667,-4.464260590811708,0.6634746048556295
NAIRU[95],4.336182942562816,4.229714857168041,3.808117099986926,5.472145040843536,3.952210647932983,4.677993743968013,2021 Q2,5.2007346,-6.782259633876109,0.5130095531030499
NAIRU[96],4.296634663150733,4.219950187586118,3.8323594263408145,5.193302068566719,3.96042273838579,4.555440604370129,2021 Q3,4.664694133333334,1.1864545956192352,0.5103911918175719
NAIRU[97],4.251649514817423,4.222361235327776,3.865859019996193,4.739947031172014,3.9569756016846442,4.477801373655484,2021 Q4,4.6930859,5.202515398928043,0.6524126076943304
