date,region,DLWPI,UR
2022 Q4,SA,0.6978395381461944,4.0783317666666665
2023 Q1,SA,0.6239188350491531,3.915356366666667
2023 Q2,SA,0.5513452974109434,4.1344529
2023 Q3,SA,1.9735244121732443,3.7781104666666665
2023 Q4,SA,0.8053734807097257,3.8495190666666668
2024 Q1,SA,0.40026737896567965,3.7788486666666667
2024 Q2,SA,0.6635724415398947,3.980851866666667
2024 Q3,SA,1.3140793561057684,4.168780666666667
2024 Q4,SA,0.6506203822738144,4.093960633333333
2025 Q1,SA,0.8395270490059836,3.9851634666666667
1997 Q3,TAS,NA,10.984504866666667
1997 Q4,TAS,0.44085302847660657,11.181953433333334
1998 Q1,TAS,0.730463437888762,10.1996781
1998 Q2,TAS,0.2906978791308745,9.838077766666666
1998 Q3,TAS,1.010838932076119,10.3089505
1998 Q4,TAS,0.4301081899390269,10.073756966666666
1999 Q1,TAS,0.8547060578458776,9.9293047
1999 Q2,TAS,0.7067167223092419,9.2390754
1999 Q3,TAS,0.9810870564259666,8.631780533333334
1999 Q4,TAS,0.41753714104801887,9.0828605
2000 Q1,TAS,0.4158010148663571,8.4858816
2000 Q2,TAS,0.4140792666031068,8.748514733333334
2000 Q3,TAS,1.0959013789720196,8.501502966666667
2000 Q4,TAS,0.8141157583700043,8.593125833333334
2001 Q1,TAS,0.5390848634876377,8.7713681
2001 Q2,TAS,0.8032171697263557,9.134727066666667
2001 Q3,TAS,1.0610179112015672,9.3292715
2001 Q4,TAS,0.5263170044274901,8.625306033333334
2002 Q1,TAS,0.7843177461025697,8.9653937
2002 Q2,TAS,0.5194816877104103,8.5941185
2002 Q3,TAS,1.159059981490973,8.7752774
2002 Q4,TAS,1.1457795621381273,8.356929633333333
2003 Q1,TAS,0.2528446353358582,9.074857733333333
2003 Q2,TAS,0.7547205635383136,8.346841266666667
2003 Q3,TAS,1.2453461071286753,7.072347433333333
2003 Q4,TAS,0.8626054719766962,6.8448783
2004 Q1,TAS,0.48959706122069235,6.490335033333333
2004 Q2,TAS,0.4872116824000017,6.540985833333333
2004 Q3,TAS,1.9254505790136989,6.6769449666666665
2004 Q4,TAS,0.4756251534648648,5.968470533333333
2005 Q1,TAS,1.4134510934905364,5.802069599999999
2005 Q2,TAS,0.8153801726932919,6.137056233333333
2005 Q3,TAS,1.3825104991841641,6.070251266666666
2005 Q4,TAS,0.6841531816717428,6.7240275
2006 Q1,TAS,1.129955525393278,6.667221733333333
2006 Q2,TAS,0.7834399332610431,6.5583173666666665
2006 Q3,TAS,1.4388737452099676,6.267945
2006 Q4,TAS,0.7662872745569871,5.896512166666667
2007 Q1,TAS,1.4077113890836657,5.376111166666667
2007 Q2,TAS,0.7498696091119861,4.8966121
2007 Q3,TAS,1.061581094765618,5.1559045333333335
2007 Q4,TAS,0.8412247294652175,5.399371100000001
2008 Q1,TAS,0.8342071317395394,4.8142605666666665
2008 Q2,TAS,0.8273056493199427,3.9887347
2008 Q3,TAS,1.4315172880763782,4.1797107
2008 Q4,TAS,1.1105616412509178,4.4491653
2009 Q1,TAS,1.0983635133964498,4.379946633333334
2009 Q2,TAS,0.49529571288484675,5.238810933333333
2009 Q3,TAS,1.3739175883303645,4.909279566666667
2009 Q4,TAS,0.6799443388923798,5.5939944666666666
2010 Q1,TAS,0.9633985881134066,5.696694533333333
2010 Q2,TAS,0.5736153395524468,6.0226267
2010 Q3,TAS,0.9487737205109426,5.888645133333333
2010 Q4,TAS,0.7525905700346947,5.402999266666667
2011 Q1,TAS,1.118371395638107,5.7302291
2011 Q2,TAS,0.6466535235746029,5.367229766666667
2011 Q3,TAS,1.2808958292581885,5.080283533333334
2011 Q4,TAS,0.453515516539138,6.044646166666666
2012 Q1,TAS,0.8111806535375798,6.927971366666666
2012 Q2,TAS,0.6264002584930317,7.072230866666667
2012 Q3,TAS,1.3292176208937079,6.8224092
2012 Q4,TAS,0.5267790934858851,6.9847098333333335
2013 Q1,TAS,0.6980831141340182,7.2379469
2013 Q2,TAS,0.34722257107491217,7.783579766666667
2013 Q3,TAS,0.8628181223338416,8.048367
2013 Q4,TAS,0.25740039951722693,7.712773566666667
2014 Q1,TAS,0.7682496172016329,7.519512233333334
2014 Q2,TAS,0.3395589001138788,7.318397433333333
2014 Q3,TAS,1.0956704638204862,7.2325289999999995
2014 Q4,TAS,0.2511512412661787,6.6567895
2015 Q1,TAS,0.5835781464101686,6.5624488
2015 Q2,TAS,0.49751346401132324,6.8718033
2015 Q3,TAS,0.9876623495912007,6.117585766666666
2015 Q4,TAS,0.0818665620836434,6.663048166666667
2016 Q1,TAS,0.6525308634921956,6.694699766666667
2016 Q2,TAS,0.40568006956149816,6.411884266666666
2016 Q3,TAS,1.0471299867295336,6.452604966666667
2016 Q4,TAS,0.24009615375382154,6.435314866666666
2017 Q1,TAS,0.5579926793474854,5.825552
2017 Q2,TAS,0.15885626851375179,5.694769133333334
2017 Q3,TAS,1.261846395921129,5.7520065
2017 Q4,TAS,0.23483376741078033,6.099531833333333
2018 Q1,TAS,0.6235406017284006,5.8007878
2018 Q2,TAS,0.31031832505155066,6.0679153333333335
2018 Q3,TAS,1.384637506325781,5.877812266666667
2018 Q4,TAS,0.22892035941337596,5.855126133333333
2019 Q1,TAS,0.5321183213280456,6.921573566666667
2019 Q2,TAS,0.2271867694317642,6.777461433333333
2019 Q3,TAS,1.2777325279540896,6.141714366666666
2019 Q4,TAS,0.5214164513500208,5.9747387666666665
2020 Q1,TAS,0.2967361227802279,5.3898443333333335
2020 Q2,TAS,0.29585820397448614,6.575452
2020 Q3,TAS,0.5156549179245573,6.504286966666666
2020 Q4,TAS,0.36670374792695526,7.720981933333333
2021 Q1,TAS,0.8020458597919777,6.0378859333333335
2021 Q2,TAS,0.5070637448960191,5.649836333333333
2021 Q3,TAS,1.0064786616140076,4.747602733333333
2021 Q4,TAS,0.6417134320633622,4.859469766666667
2022 Q1,TAS,0.5669752962949026,4.060270933333333
2022 Q2,TAS,0.6340281894583022,4.3633217
2022 Q3,TAS,1.6713480973741035,4.117164833333334
2022 Q4,TAS,0.6196233249542438,3.878040733333333
2023 Q1,TAS,1.0921610267425663,4.033951
2023 Q2,TAS,0.40650462481695016,3.999753166666667
2023 Q3,TAS,2.20670940286789,4.371721033333333
2023 Q4,TAS,0.5277057100843585,3.848665733333333
