period,median,lower90,upper90,date,region
28,7.6459943240561765,6.451003467720271,8.942648985838433,2004 Q3,TAS
29,7.579536154279767,6.401896472262166,8.82962620374931,2004 Q4,TAS
30,7.524621330089147,6.375562114670149,8.772350968970137,2005 Q1,TAS
31,7.474373807190506,6.339359327918307,8.734406645597014,2005 Q2,TAS
32,7.416847816286888,6.295335691098115,8.653386129640943,2005 Q3,TAS
33,7.315899162922582,6.22821826846063,8.545666104588673,2005 Q4,TAS
34,7.211389267567535,6.141432875933087,8.436575411132518,2006 Q1,TAS
35,7.101680341120479,6.053211793143967,8.302394113934048,2006 Q2,TAS
36,6.978182107273743,5.962958854648202,8.147349496441477,2006 Q3,TAS
37,6.7938056730314855,5.805960157214428,7.940102274164931,2006 Q4,TAS
38,6.645160766171681,5.680678164469587,7.791177086369126,2007 Q1,TAS
39,6.562898616824109,5.619922257568033,7.687184926415579,2007 Q2,TAS
40,6.415035867199693,5.489718078092247,7.503986403072731,2007 Q3,TAS
41,6.323382489491708,5.40782792731206,7.419425652456325,2007 Q4,TAS
42,6.228039436269251,5.30846005964034,7.291880147685081,2008 Q1,TAS
43,6.1656125886217374,5.275251482627401,7.224285821035704,2008 Q2,TAS
44,6.046995932856698,5.15352773848599,7.094902887104387,2008 Q3,TAS
45,5.9810008440577445,5.076865590077097,7.025427856966992,2008 Q4,TAS
46,5.94871502540247,5.05932344925406,6.988546902251137,2009 Q1,TAS
47,5.8976362212947,4.995158855124007,6.9510095130390654,2009 Q2,TAS
48,5.839724907202468,4.929201970129226,6.878632433326289,2009 Q3,TAS
49,5.771916757982785,4.851190405387014,6.812398618652901,2009 Q4,TAS
50,5.711468044505807,4.772049009486985,6.75275791149814,2010 Q1,TAS
51,5.7037074913651065,4.752865267147371,6.757926043968459,2010 Q2,TAS
52,5.643402932396631,4.684563667276207,6.68140189105837,2010 Q3,TAS
53,5.57259818718666,4.59731408675557,6.6048540118818115,2010 Q4,TAS
54,5.50319371701808,4.511741407902376,6.534965527747047,2011 Q1,TAS
55,5.445519226359849,4.410690570003748,6.472814969961374,2011 Q2,TAS
56,5.413487616084426,4.3629357198803085,6.448558822464271,2011 Q3,TAS
57,5.378704089183458,4.32004172580231,6.420730185475065,2011 Q4,TAS
58,5.31793873153201,4.229972070019397,6.379324339409676,2012 Q1,TAS
59,5.248637518441058,4.123994082788903,6.319343035270106,2012 Q2,TAS
60,5.175436597392624,4.031255694952047,6.262136160170392,2012 Q3,TAS
61,5.095870543216301,3.9403708499034584,6.201168212460884,2012 Q4,TAS
62,5.027403939240399,3.8470500976889026,6.114708726502161,2013 Q1,TAS
63,4.967167106232634,3.753601731362169,6.049369890464813,2013 Q2,TAS
