date_qtr,component,contrib,total,weight,pp_contrib,value
2010 Q1,lag2,0.14818031800357503,0.2929950194155919,0.5057434706539914,0.14818031800357503,0.14818031800357503
2010 Q1,lag2,0.14818031800357503,0.2929950194155919,0.5057434706539914,0.14818031800357503,0.14818031800357503
2010 Q2,lag2,0.16934893486122865,0.31415449588955624,0.5390625856927566,0.16934893486122865,0.16934893486122865
2010 Q2,lag2,0.16934893486122865,0.31415449588955624,0.5390625856927566,0.16934893486122865,0.16934893486122865
2010 Q3,lag2,0.16934893486122865,0.2736025401504599,0.6189596586643531,0.16934893486122865,0.16934893486122865
2010 Q3,lag2,0.16934893486122865,0.2736025401504599,0.6189596586643531,0.16934893486122865,0.16934893486122865
2010 Q4,lag2,0.08467446743061433,0.21404338312360102,0.39559488452730346,0.08467446743061433,0.08467446743061433
2010 Q4,lag2,0.08467446743061433,0.21404338312360102,0.39559488452730346,0.08467446743061433,0.08467446743061433
2011 Q1,lag2,0.12701170114592147,0.19994831880365527,0.6352226510623683,0.12701170114592147,0.12701170114592147
2011 Q1,lag2,0.12701170114592147,0.19994831880365527,0.6352226510623683,0.12701170114592147,0.12701170114592147
2011 Q2,lag2,0.08467446743061433,0.22499559744214603,0.3763383301417131,0.08467446743061433,0.08467446743061433
2011 Q2,lag2,0.08467446743061433,0.22499559744214603,0.3763383301417131,0.08467446743061433,0.08467446743061433
2011 Q3,lag2,0.16934893486122865,0.29634934963393045,0.5714503341087781,0.16934893486122865,0.16934893486122865
2011 Q3,lag2,0.16934893486122865,0.29634934963393045,0.5714503341087781,0.16934893486122865,0.16934893486122865
2011 Q4,lag2,0.16934893486122865,0.2736025401504599,0.6189596586643531,0.16934893486122865,0.16934893486122865
2011 Q4,lag2,0.16934893486122865,0.2736025401504599,0.6189596586643531,0.16934893486122865,0.16934893486122865
2012 Q1,lag2,0.08467446743061433,0.21404338312360102,0.39559488452730346,0.08467446743061433,0.08467446743061433
2012 Q1,lag2,0.08467446743061433,0.21404338312360102,0.39559488452730346,0.08467446743061433,0.08467446743061433
2012 Q2,lag2,0.12701170114592147,0.19994831880365527,0.6352226510623683,0.12701170114592147,0.12701170114592147
2012 Q2,lag2,0.12701170114592147,0.19994831880365527,0.6352226510623683,0.12701170114592147,0.12701170114592147
2012 Q3,lag2,0.08467446743061433,0.18757034934090738,0.4514277855116603,0.08467446743061433,0.08467446743061433
2012 Q3,lag2,0.08467446743061433,0.18757034934090738,0.4514277855116603,0.08467446743061433,0.08467446743061433
2012 Q4,lag2,0.10584308428826789,0.2184939504880377,0.4844211203644408,0.10584308428826789,0.10584308428826789
2012 Q4,lag2,0.10584308428826789,0.2184939504880377,0.4844211203644408,0.10584308428826789,0.10584308428826789
2013 Q1,lag2,0.14818031800357503,0.23967789355825592,0.6182477482745334,0.14818031800357503,0.14818031800357503
2013 Q1,lag2,0.14818031800357503,0.23967789355825592,0.6182477482745334,0.14818031800357503,0.14818031800357503
2013 Q2,lag2,0.10584308428826789,0.21751862863459975,0.48659319412163615,0.10584308428826789,0.10584308428826789
2013 Q2,lag2,0.10584308428826789,0.21751862863459975,0.48659319412163615,0.10584308428826789,0.10584308428826789
2013 Q3,lag2,0.10584308428826789,0.21308961726082132,0.4967069050516719,0.10584308428826789,0.10584308428826789
2013 Q3,lag2,0.10584308428826789,0.21308961726082132,0.4967069050516719,0.10584308428826789,0.10584308428826789
2013 Q4,lag2,0.12701170114592147,0.24581922385894628,0.516687422375079,0.12701170114592147,0.12701170114592147
2013 Q4,lag2,0.12701170114592147,0.24581922385894628,0.516687422375079,0.12701170114592147,0.12701170114592147
2014 Q1,lag2,0.14818031800357503,0.28562935807647294,0.5187853202537465,0.14818031800357503,0.14818031800357503
2014 Q1,lag2,0.14818031800357503,0.28562935807647294,0.5187853202537465,0.14818031800357503,0.14818031800357503
2014 Q2,lag2,0.16934893486122865,0.2775363910699019,0.6101864127020931,0.16934893486122865,0.16934893486122865
2014 Q2,lag2,0.16934893486122865,0.2775363910699019,0.6101864127020931,0.16934893486122865,0.16934893486122865
2014 Q3,lag2,0.10584308428826789,0.24848355201369002,0.4259560982226966,0.10584308428826789,0.10584308428826789
2014 Q3,lag2,0.10584308428826789,0.24848355201369002,0.4259560982226966,0.10584308428826789,0.10584308428826789
2014 Q4,lag2,0.14818031800357503,0.22856512401624052,0.6483067731411473,0.14818031800357503,0.14818031800357503
2014 Q4,lag2,0.14818031800357503,0.22856512401624052,0.6483067731411473,0.14818031800357503,0.14818031800357503
2015 Q1,lag2,0.08467446743061433,0.2073648914981283,0.4083356002015346,0.08467446743061433,0.08467446743061433
2015 Q1,lag2,0.08467446743061433,0.2073648914981283,0.4083356002015346,0.08467446743061433,0.08467446743061433
2015 Q2,lag2,0.12701170114592147,0.22617894976834552,0.5615540317788547,0.12701170114592147,0.12701170114592147
2015 Q2,lag2,0.12701170114592147,0.22617894976834552,0.5615540317788547,0.12701170114592147,0.12701170114592147
2015 Q3,lag2,0.12701170114592147,0.2426106244469171,0.5235207709286098,0.12701170114592147,0.12701170114592147
2015 Q3,lag2,0.12701170114592147,0.2426106244469171,0.5235207709286098,0.12701170114592147,0.12701170114592147
2015 Q4,lag2,0.12701170114592147,0.20520190511284492,0.6189596586643531,0.12701170114592147,0.12701170114592147
2015 Q4,lag2,0.12701170114592147,0.20520190511284492,0.6189596586643531,0.12701170114592147,0.12701170114592147
2016 Q1,lag2,0.06350585057296074,0.17847053553858772,0.3558338096611467,0.06350585057296074,0.06350585057296074
2016 Q1,lag2,0.06350585057296074,0.17847053553858772,0.3558338096611467,0.06350585057296074,0.06350585057296074
2016 Q2,lag2,0.12701170114592147,0.1682734403666427,0.7547935126849604,0.12701170114592147,0.12701170114592147
2016 Q2,lag2,0.12701170114592147,0.1682734403666427,0.7547935126849604,0.12701170114592147,0.12701170114592147
2016 Q3,lag2,0.04233723371530716,0.14587751177973501,0.2902245397442305,0.04233723371530716,0.04233723371530716
2016 Q3,lag2,0.04233723371530716,0.14587751177973501,0.2902245397442305,0.04233723371530716,0.04233723371530716
2016 Q4,lag2,0.10584308428826789,0.14989419065485032,0.7061186549382992,0.10584308428826789,0.10584308428826789
2016 Q4,lag2,0.10584308428826789,0.14989419065485032,0.7061186549382992,0.10584308428826789,0.10584308428826789
2017 Q1,lag2,0.06350585057296074,0.1481748876297496,0.42858713503225526,0.06350585057296074,0.06350585057296074
2017 Q1,lag2,0.06350585057296074,0.1481748876297496,0.42858713503225526,0.06350585057296074,0.06350585057296074
2017 Q2,lag2,0.08467446743061433,0.16676998168677828,0.5077320664917205,0.08467446743061433,0.08467446743061433
