date,quarter,model,median
2022-08-15,2022-Q3,CPI with AENA & WPI model,4.2428320914948
2022-08-15,2022-Q3,WPI-only model,4.073636761792974
2022-11-15,2022-Q4,CPI & AENA model,4.432466439471916
2022-11-15,2022-Q4,CPI & ULC model,4.619560039318779
2022-11-15,2022-Q4,CPI & WPI model,4.349919057997711
2022-11-15,2022-Q4,CPI with AENA & WPI model,4.285269369235069
2022-11-15,2022-Q4,WPI-only model,4.104226964972862
2023-02-15,2023-Q1,CPI & AENA model,4.4410715883865155
2023-02-15,2023-Q1,CPI & ULC model,4.630558476776411
2023-02-15,2023-Q1,CPI & WPI model,4.415072066983116
2023-02-15,2023-Q1,CPI with AENA & WPI model,4.346944054410315
2023-02-15,2023-Q1,WPI-only model,4.157219396219171
2023-05-15,2023-Q2,CPI & AENA model,4.453769537763602
2023-05-15,2023-Q2,CPI & ULC model,4.640254094797796
2023-05-15,2023-Q2,CPI & WPI model,4.417861932071009
2023-05-15,2023-Q2,CPI with AENA & WPI model,4.360077529298379
2023-05-15,2023-Q2,WPI-only model,4.16616263846131
2023-08-15,2023-Q3,CPI & AENA model,4.470059348359655
2023-08-15,2023-Q3,CPI & ULC model,4.654989461988402
2023-08-15,2023-Q3,CPI & WPI model,4.427499748784618
2023-08-15,2023-Q3,CPI with AENA & WPI model,4.374027688882306
2023-08-15,2023-Q3,WPI-only model,4.1719208979563565
2023-11-15,2023-Q4,CPI & AENA model,4.468508393688451
2023-11-15,2023-Q4,CPI & ULC model,4.652201486977866
2023-11-15,2023-Q4,CPI & WPI model,4.420810440925025
2023-11-15,2023-Q4,CPI with AENA & WPI model,4.375818167127925
2023-11-15,2023-Q4,WPI-only model,4.174363822262725
2024-02-15,2024-Q1,CPI & AENA model,4.469211395766791
2024-02-15,2024-Q1,CPI & ULC model,4.650146825592941
2024-02-15,2024-Q1,CPI & WPI model,4.406990321726166
2024-02-15,2024-Q1,CPI with AENA & WPI model,4.361274934982104
2024-02-15,2024-Q1,WPI-only model,4.161765297388689
2024-05-15,2024-Q2,CPI & AENA model,4.475071006928855
2024-05-15,2024-Q2,CPI & ULC model,4.656552119205366
2024-05-15,2024-Q2,CPI & WPI model,4.412058378346334
2024-05-15,2024-Q2,CPI with AENA & WPI model,4.369971559786222
2024-05-15,2024-Q2,WPI-only model,4.165265305451328
2024-08-15,2024-Q3,CPI & AENA model,4.489685279573493
2024-08-15,2024-Q3,CPI & ULC model,4.671418956974951
2024-08-15,2024-Q3,CPI & WPI model,4.438195062504535
2024-08-15,2024-Q3,CPI with AENA & WPI model,4.39138488128098
2024-08-15,2024-Q3,WPI-only model,4.173436141043956
2024-11-15,2024-Q4,CPI & AENA model,4.494338693580953
2024-11-15,2024-Q4,CPI & ULC model,4.675123757643405
2024-11-15,2024-Q4,CPI & WPI model,4.443219623409464
2024-11-15,2024-Q4,CPI with AENA & WPI model,4.396852132116274
2024-11-15,2024-Q4,WPI-only model,4.174070715137679
2025-02-15,2025-Q1,CPI & AENA model,4.502066358338945
2025-02-15,2025-Q1,CPI & ULC model,4.674988034435017
2025-02-15,2025-Q1,CPI & WPI model,4.455663685148981
2025-02-15,2025-Q1,CPI with AENA & WPI model,4.406521368604501
2025-02-15,2025-Q1,WPI-only model,4.178707357722651
2025-05-15,2025-Q2,CPI & AENA model,4.502261772080333
2025-05-15,2025-Q2,CPI & ULC model,4.673498085299734
2025-05-15,2025-Q2,CPI & WPI model,4.452294731198644
2025-05-15,2025-Q2,CPI with AENA & WPI model,4.407567174405025
2025-05-15,2025-Q2,WPI-only model,4.18013637709579
2025-08-15,2025-Q3,CPI & AENA model,4.512903975753445
2025-08-15,2025-Q3,CPI & ULC model,4.681527365558642
2025-08-15,2025-Q3,CPI & WPI model,4.4645415320886555
2025-08-15,2025-Q3,CPI with AENA & WPI model,4.419152512182347
2025-08-15,2025-Q3,WPI-only model,4.18121753311379
