variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg,DLNULC_EST,DLWPI_EST
NAIRU[95],4.2823814216312535,3.9461447226275963,4.607545460860701,4.069715562868246,4.487230699673023,2021 Q2,5.201759,-6.782259633876109,1.0655926436052843,0.5130095531030499
NAIRU[96],4.280565870278629,3.9492911113928435,4.601486345005825,4.0719782395643085,4.4829390512030916,2021 Q3,4.672518066666667,1.1864545956192352,2.3598895181658808,0.4376374599798005
NAIRU[97],4.296543204746518,3.981012220218456,4.608554738700532,4.099291533590261,4.491081550516716,2021 Q4,4.6923769,5.202515398928043,-0.812458857891285,0.7251663395321017
NAIRU[98],4.323983020351822,4.0175391769441,4.632655787307911,4.132763737983446,4.516835120802099,2022 Q1,4.0556334,9.299286684916463,1.023522968737689,0.6481837602190232
NAIRU[99],4.34862147971346,4.057002530105067,4.655738254325826,4.165090715946657,4.540958076105399,2022 Q2,3.801785766666667,8.08520966290951,1.5329592435067707,0.7865610805951384
NAIRU[100],4.394232957311326,4.112944099263235,4.700298583968835,4.213528565082564,4.583091548495358,2022 Q3,3.5312898666666666,8.939550265436758,2.2220826805226523,0.9922122506315745
NAIRU[101],4.434604447799101,4.156657527615542,4.7414344072491765,4.258222839999149,4.623128433920038,2022 Q4,3.4913950666666667,8.687509078839728,1.0374832441412463,0.9126072464377799
NAIRU[102],4.496160408329171,4.217324598305103,4.806185779877674,4.318633977892018,4.685801669159451,2023 Q1,3.6161255,4.382547954002902,1.5287897884128432,0.9043539896321562
NAIRU[103],4.50034708261879,4.22357401122756,4.810676539137395,4.322570262292633,4.690310759865043,2023 Q2,3.6082628666666667,6.271647386762602,1.1153709747421026,0.827590930385913
NAIRU[104],4.5095114387765705,4.225139724555207,4.822298644553425,4.327468812247141,4.700812571580916,2023 Q3,3.6589056666666666,1.3772214621226908,1.9636942066199925,1.2965040017289375
NAIRU[105],4.508471235757655,4.223519655583605,4.821568962348168,4.3272983342607025,4.701060210390249,2023 Q4,3.896382233333333,0.5979091056057761,1.5365609426567617,1.0789045990818202
NAIRU[106],4.493442123390956,4.207646822889314,4.805988676515531,4.31096818247748,4.686874451778651,2024 Q1,3.9012506,1.0662705744040046,0.8720652715568877,0.7350517559340908
NAIRU[107],4.503188042036575,4.211816270627624,4.816448479952241,4.315661989179636,4.696094732644306,2024 Q2,4.047912166666666,0.9077218151117172,0.8961076874464458,0.8617885619389476
NAIRU[108],4.528701352350112,4.227412781365588,4.848555056182354,4.337853218948782,4.726110581328429,2024 Q3,4.124354933333334,1.1333706509849328,1.3189271513230016,0.7889587275163201
NAIRU[109],4.532323538159837,4.213734844960686,4.867747700326723,4.332810449077853,4.741790560555079,2024 Q4,4.003016266666667,0.4460973940624946,1.4697830107449739,0.782782862024689
NAIRU[110],4.540944493858795,4.203213468041434,4.897090400185582,4.328386439832138,4.7650953670865475,2025 Q1,4.077463366666667,3.2056416116116537,1.3205224708186636,0.9055689309808379
NAIRU[111],4.540321854062758,4.174368338864536,4.9217271896818495,4.308822020934579,4.778325423467021,2025 Q2,4.166977666666667,2.967576814611661,0.548440211208856,0.833605340206045
NAIRU[112],4.551041484206671,4.155024138789414,4.958272280857632,4.3003494148151695,4.805425552945289,2025 Q3,4.323938933333333,2.0818595756032288,0.7034667150605205,0.8341570501488524
