variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg
NAIRU[1],5.826086681137907,5.373590137425968,6.28095726139707,5.5352892608748245,6.108336236295761,1997 Q4,7.976021996748106,6.3871470386661855
NAIRU[2],6.025915342935458,5.4232645010699665,6.587634484202544,5.657018225023869,6.361595590109092,1998 Q1,7.8396055088523315,8.205906323515144
NAIRU[3],6.204155188727892,5.5517544829608605,6.869847069084667,5.79892834556995,6.607859853489688,1998 Q2,7.733143539293041,10.244080555449209
NAIRU[4],6.343423405507687,5.6903301563595114,7.037098993151189,5.960783631626963,6.807119680873535,1998 Q3,7.786993133132569,11.102625319350423
NAIRU[5],6.500181778564804,5.8269108213526275,7.249670837400489,6.072748603270766,6.960120799362331,1998 Q4,7.3740286201655625,6.51638942498538
NAIRU[6],6.618503965986217,5.911401681020957,7.395338425983391,6.20442378286071,7.097693775594395,1999 Q1,7.08157189056463,3.2587647998844282
NAIRU[7],6.684276680464192,5.931148773578263,7.456898662455528,6.209925259492629,7.134964510774923,1999 Q2,6.885161385094019,-1.1469027348764982
NAIRU[8],6.747355221047221,5.95605233007465,7.5707041636901895,6.2698059317095725,7.239664462383779,1999 Q3,6.873846195658862,-5.666003356549165
NAIRU[9],6.802538428688141,6.036882191262601,7.568352597252624,6.308901397547322,7.254060593948449,1999 Q4,6.63320307442582,-3.9118416595471217
NAIRU[10],6.832875718573096,6.0486417173178015,7.596916687386946,6.3863481859045494,7.31137455511102,2000 Q1,6.649737822990609,-2.0131970951924316
NAIRU[11],6.961073572463405,6.1866681598893845,7.802096615152719,6.484282079774476,7.4571927523189,2000 Q2,6.301169713740595,4.170891253848286
NAIRU[12],7.054704001337035,6.259445591523377,7.920087088214792,6.57737803834095,7.593237245744488,2000 Q3,5.988972299770068,5.919918008416758
NAIRU[13],7.205463803502492,6.386714201163468,8.141658123869519,6.73036278603753,7.780363857204253,2000 Q4,6.171110815012282,8.981477240732882
