variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg
NAIRU[1],5.852916087213667,5.44995423357178,6.242929992524615,5.60443748405756,6.0971532404579145,1997 Q4,7.976021996748106,6.3871470386661855
NAIRU[2],5.985676028448356,5.5361315982217985,6.4431861508092,5.704177624531495,6.270611636029107,1998 Q1,7.8396055088523315,8.205906323515144
NAIRU[3],6.117512723714026,5.624401230939026,6.635996397436933,5.809442573352804,6.438663107885978,1998 Q2,7.733143539293041,10.244080555449209
NAIRU[4],6.233617038930371,5.703948951134424,6.793059163018247,5.899826950224223,6.580945457471983,1998 Q3,7.786993133132569,11.102625319350423
NAIRU[5],6.341238904939354,5.777529255399104,6.93497243629559,5.988372665309967,6.7096856769371875,1998 Q4,7.3740286201655625,6.51638942498538
NAIRU[6],6.436548444278095,5.8477534225509284,7.051229708492306,6.0648252760715495,6.8199712197041436,1999 Q1,7.08157189056463,3.2587647998844282
NAIRU[7],6.496139742815599,5.89140331839675,7.120020597509444,6.110424387941255,6.887682908285281,1999 Q2,6.885161385094019,-1.1469027348764982
NAIRU[8],6.55953077464593,5.936960140185773,7.1996316624237435,6.16854989754998,6.959324370977636,1999 Q3,6.873846195658862,-5.666003356549165
NAIRU[9],6.607866396399021,5.976631077919662,7.245742184901072,6.215019012474536,7.007929454383413,1999 Q4,6.63320307442582,-3.9118416595471217
NAIRU[10],6.659407078787874,6.02689457972659,7.30625508701361,6.2597674380177,7.063831950988842,2000 Q1,6.649737822990609,-2.0131970951924316
NAIRU[11],6.748863772705,6.0910825400106186,7.416619092284405,6.332549392124984,7.166534290536384,2000 Q2,6.301169713740595,4.170891253848286
NAIRU[12],6.824694511544225,6.142992516105881,7.507329532111019,6.398609172405448,7.247648688722968,2000 Q3,5.988972299770068,5.919918008416758
NAIRU[13],6.920761986386919,6.208746421088263,7.625371128631068,6.4753903754391855,7.361594497175304,2000 Q4,6.171110815012282,8.981477240732882
NAIRU[14],6.9959449263619895,6.260053357226309,7.731342113017476,6.531594696407171,7.4579128145676785,2001 Q1,6.366656106268776,8.228463259096674
