variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg
NAIRU[1],5.597427189045446,5.19896552075176,5.965094114535587,5.3509846866625725,5.820440661332202,1997 Q4,7.976021996748106,6.3871470386661855
NAIRU[2],5.615063258512435,5.194217679402894,6.041335519564704,5.345900817560996,5.870782487795167,1998 Q1,7.8396055088523315,8.205906323515144
NAIRU[3],5.666662567307455,5.187244155301168,6.0977380707778694,5.357346522074221,5.933545524177725,1998 Q2,7.733143539293041,10.244080555449209
NAIRU[4],5.688157625264496,5.182167732361201,6.165916484153938,5.386324387339928,5.97863692799893,1998 Q3,7.786993133132569,11.102625319350423
NAIRU[5],5.7135703642377536,5.164194803460323,6.1872019127897495,5.404241424306348,6.009525211785035,1998 Q4,7.3740286201655625,6.51638942498538
NAIRU[6],5.749091562989434,5.208048918512658,6.289260840156376,5.427883284374905,6.081396398607086,1999 Q1,7.08157189056463,3.2587647998844282
NAIRU[7],5.784699680485164,5.26419584881223,6.3890841592952405,5.443362855213591,6.171262972488619,1999 Q2,6.885161385094019,-1.1469027348764982
NAIRU[8],5.824909138676604,5.253347725183435,6.46072077111662,5.464739131960397,6.231828817826574,1999 Q3,6.873846195658862,-5.666003356549165
NAIRU[9],5.867358191361172,5.276385459608014,6.581981479871107,5.466386160752778,6.287216076984098,1999 Q4,6.63320307442582,-3.9118416595471217
NAIRU[10],5.9084082432889495,5.3088207928007,6.621504407437828,5.503358357908735,6.340402497444402,2000 Q1,6.649737822990609,-2.0131970951924316
NAIRU[11],5.928852068494228,5.2836722135813075,6.646147702260671,5.52529101699763,6.351476818750573,2000 Q2,6.301169713740595,4.170891253848286
NAIRU[12],5.949574440334292,5.324182593829738,6.702317480579083,5.547309672248506,6.4115659237187765,2000 Q3,5.988972299770068,5.919918008416758
NAIRU[13],5.9800676034787426,5.3736607934858425,6.784699697530645,5.566127747008729,6.475149947852143,2000 Q4,6.171110815012282,8.981477240732882
NAIRU[14],5.977813640672526,5.383453553852838,6.874385598749872,5.5747165235348595,6.511307696561716,2001 Q1,6.366656106268753,8.228463259096674
NAIRU[15],5.989916754119072,5.36400405836035,6.844479194226153,5.57884110220838,6.497103089371224,2001 Q2,6.868653558839721,8.246203732647572
NAIRU[16],5.966117739915616,5.353752405427793,6.779526547521801,5.57236969675902,6.482179687429013,2001 Q3,6.866769455059907,5.66886876816568
NAIRU[17],5.962004935750601,5.354366272931988,6.775474823665324,5.571442343031492,6.479991624408098,2001 Q4,6.978651245402467,2.8755974987303645
NAIRU[18],5.943629515932638,5.328892304743876,6.706990316275733,5.539018443249367,6.417580389399622,2002 Q1,6.625910429425986,1.9355442952956103
NAIRU[19],5.912495894784993,5.265936906685996,6.629221555182889,5.506637999676482,6.379276111122023,2002 Q2,6.404006771732529,-4.324132417319415
NAIRU[20],5.88944193242596,5.310758416193072,6.618456983597663,5.502207560635277,6.347016710839656,2002 Q3,6.279817567430889,-2.753210339020118
NAIRU[21],5.878553939895329,5.268309039925006,6.573318168480544,5.485672663656715,6.331390023873067,2002 Q4,6.15702103423279,-4.345011692652445
NAIRU[22],5.849209370717249,5.253321336537297,6.556202325461162,5.468177371204514,6.298659039299676,2003 Q1,6.054938495464802,-4.659608729443221
NAIRU[23],5.815036666531464,5.218492921253839,6.543481575924284,5.4487039095363174,6.257467896721721,2003 Q2,6.050362916699914,-5.552309049921789
NAIRU[24],5.786505538513638,5.199802590948491,6.486898429234451,5.433945577783438,6.196671024716856,2003 Q3,5.906099733283066,-8.031641781620547
NAIRU[25],5.753544774848523,5.190446326195208,6.429725162765985,5.402470999102628,6.151490610358609,2003 Q4,5.708123835267475,-10.389959501815138
NAIRU[26],5.715456134147735,5.11797833697883,6.398961878486673,5.3632438485284135,6.121536756390887,2004 Q1,5.536391478582869,-11.98772772594987
NAIRU[27],5.694726119459455,5.0933296748800405,6.376848068342086,5.350618854505029,6.088913607218981,2004 Q2,5.4350746959400675,-6.52308022313326
NAIRU[28],5.6783650950533495,5.0889714130327794,6.3811838817370115,5.32365704395322,6.080203949829787,2004 Q3,5.4786046433885405,-2.613938820303563
NAIRU[29],5.660092791249371,5.060453648696829,6.299350178112553,5.31915404492786,6.036842148532967,2004 Q4,5.1168694156793375,-2.0277192439150937
NAIRU[30],5.635431577723482,4.993870532642072,6.255597050597616,5.270919680633224,6.006259358550187,2005 Q1,5.106451865361528,-0.5676458004804985
NAIRU[31],5.605549418160894,5.032596649631727,6.225323181328836,5.27071754202017,5.974616364328865,2005 Q2,5.056412459856086,-2.6194201090823377
NAIRU[32],5.581152892579102,5.045215873495469,6.205985539281704,5.262273090753499,5.951696098539146,2005 Q3,4.957913278411152,-2.6841037524811817
NAIRU[33],5.574265838600741,5.027036704061441,6.16732155281657,5.256631402207504,5.9590154832458975,2005 Q4,5.007254883596001,-1.0294896726862568
NAIRU[34],5.564399302808518,5.073679126319477,6.208302086957059,5.254622804090548,5.977883983876909,2006 Q1,5.04378022530606,1.1320875624481808
NAIRU[35],5.558777488612696,5.029054970794044,6.156960139947984,5.223125821010062,5.939702514417208,2006 Q2,4.85659567910306,1.2246973609973288
NAIRU[36],5.5255180448814,5.0147641924074495,6.13134907345176,5.193801049898194,5.90400846756295,2006 Q3,4.67777345497824,-0.7532992307544895
NAIRU[37],5.514328262895631,4.9718013648415464,6.073648576563814,5.189216299433465,5.889002463456982,2006 Q4,4.515033279986513,-1.5166167471410752
NAIRU[38],5.499849132197445,4.971719989406827,6.107813532661862,5.171146467717637,5.876376909150636,2007 Q1,4.549123169714376,-2.2771382412477337
NAIRU[39],5.51378423556048,4.991754773143065,6.184063343431177,5.198468637895906,5.902222925406024,2007 Q2,4.3242964159429516,-4.011999378942566
NAIRU[40],5.5000821434946285,4.9938990721195475,6.17816106057356,5.178898508166863,5.901920070105317,2007 Q3,4.254672889132682,-4.050698427981736
NAIRU[41],5.518426902437383,4.9757089234726974,6.171821841252806,5.160716061755532,5.917388348313212,2007 Q4,4.353300947042371,-4.293342290860114
NAIRU[42],5.485245981842358,4.919772478691343,6.172070975968254,5.135839733380365,5.879075962985178,2008 Q1,4.0849835860748085,-2.8225718064629035
