variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg
NAIRU[1],5.852795333275567,5.456744288153247,6.243960367061906,5.60495294201571,6.097302593906751,1997 Q4,7.976021996748106,6.3871470386661855
NAIRU[2],5.984962899441573,5.534365401786621,6.446119633064181,5.703543345467493,6.272325322627052,1998 Q1,7.8396055088523315,8.205906323515144
NAIRU[3],6.120345297693524,5.622300159392618,6.644999634979836,5.803745444312497,6.443406417394112,1998 Q2,7.733143539293041,10.244080555449209
NAIRU[4],6.2348775877548785,5.700684639402458,6.79976425792249,5.895815777536722,6.5887042479068,1998 Q3,7.786993133132569,11.102625319350423
NAIRU[5],6.344506308128778,5.77769376510913,6.9423144361226905,5.983051545177592,6.714262575482963,1998 Q4,7.3740286201655625,6.51638942498538
NAIRU[6],6.4381844194404945,5.845778478134039,7.057484768420813,6.061631294074585,6.8191570448690975,1999 Q1,7.08157189056463,3.2587647998844282
NAIRU[7],6.496111700339884,5.889612880234725,7.121104889469689,6.111799235850231,6.887673979222331,1999 Q2,6.885161385094019,-1.1469027348764982
NAIRU[8],6.56062390969579,5.936040238655403,7.198429665410838,6.166996453066828,6.958059816977906,1999 Q3,6.873846195658862,-5.666003356549165
NAIRU[9],6.6089042320730815,5.974572536054671,7.25085834634416,6.2121375808289025,7.008186852374062,1999 Q4,6.63320307442582,-3.9118416595471217
NAIRU[10],6.6610999435305285,6.0155943405264685,7.307584929312828,6.256488580879004,7.06500170593022,2000 Q1,6.649737822990609,-2.0131970951924316
NAIRU[11],6.748810342154391,6.0805854149823135,7.415650367398225,6.329657767475652,7.166983894030291,2000 Q2,6.301169713740595,4.170891253848286
NAIRU[12],6.8238592101681315,6.135793378939603,7.508255361196476,6.389621190231917,7.2485789779584735,2000 Q3,5.988972299770068,5.919918008416758
NAIRU[13],6.922025021940714,6.2031832470263275,7.63468167468876,6.467970815207092,7.363879867403797,2000 Q4,6.171110815012282,8.981477240732882
NAIRU[14],6.997199244252767,6.2546558138596735,7.732550505706126,6.5321678563494965,7.4549759449294575,2001 Q1,6.366656106268776,8.228463259096674
NAIRU[15],7.021330074881172,6.267904221650361,7.770236770676508,6.553296925162267,7.486594267433077,2001 Q2,6.868653558839721,8.246203732647572
